hash	study_hash	study_id	analysis_id	analysis_summary	analysis_type	instrument_name	instrument_type	ms_type	ion_mode
2e11d290be943e18c055b4d43da07824d678301e	5af35ef7ae03f5c839f8cb6029a9dc069d0ace1e	ST000012	AN000029	GCMS positive ion mode	MS	Leco Pegasus III GC TOF	GC-TOF	EI	POSITIVE
41d20ce56e8aeb74711a76afd2d0162782f28147	86d72545f45b65f0820a35987c28f064d6dcde0c	ST000013	AN000030	GCMS positive ion mode	MS	Leco Pegasus III GC TOF	GC-TOF	EI	POSITIVE
a79c6c00fbb92d0c8f573e1b4b883a005a13313c	9cae8c462e70e1dd226e7510e0fe2252db8721ea	ST000014	AN000031	GCMS positive ion mode	MS	Leco Pegasus III GC TOF	GC-TOF	EI	POSITIVE
386440c50a4f816bbd16400eb3e0a57e6400aecc	dfba18fed685eac832f88d81b75413df043dd161	ST000015	AN000032	GCMS positive ion mode	MS	Leco Pegasus III GC TOF	GC-TOF	EI	POSITIVE
a8a97661ffdbae809b3d5133cee4e878d3eec314	f538f8f8568cd9882fb79e9cf7bb03aa097f8942	ST000016	AN000033	LC/MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
4184447a4e790d20ed6927a384335256dfb13c0e	6ed7ecc5d7ea0e84dec366609d8d955fda6901fd	ST000017	AN000034	LC/Electro-spray /QTOF positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
7805067f835d3df4273ccf1f5769544d12b10cdf	6ed7ecc5d7ea0e84dec366609d8d955fda6901fd	ST000017	AN000035	LC/Electro-spray /QTOF negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
72a7001dbfbd5f83dc46e515d7182ca94c8693e1	d8943213d5f9703f99dc6dc6a88e4aa8e83daaa3	ST000019	AN000037	1H NMR 500 MHz	NMR	NA	FT-NMR	NA	NA
f3acaaef457c7f909491fea13d44b63df33466d5	d8943213d5f9703f99dc6dc6a88e4aa8e83daaa3	ST000019	AN000038	MS positive ion mode	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	POSITIVE
0185e0c2b150b3cc54bf460f9c56982daad2613d	f71a00a8b49cb248dc28afdf98a0134ce0e16cdb	ST000020	AN000039	1H NMR 950 MHz	NMR	NA	FT-NMR	NA	NA
1f4093e954676992077efbeb57618aecc3a27a59	b4bfdfe6030550d51e30906ba2232e0e3cde2ab8	ST000022	AN000041	1H NMR 950 MHz	NMR	NA	FT-NMR	NA	NA
4ae2f8e09414faf8d47ac4fd06701dcb9bba1e58	ac0ae1fcf3fbe0ae97e59e147146818e84c05a93	ST000025	AN000045	GCMS positive ion mode	MS	Leco Pegasus IV TOF	GC x GC-TOF	EI	POSITIVE
f09591535a1fa5c3f44c83792dfdbfe2401a6f3a	82419bf5027813814be6592da22a8457991b18c8	ST000026	AN000046	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
d9ad000956c8a8b37578f28909209612cdd09110	be5975e8c48c330e10cc186e54c75b6b3edbc10c	ST000027	AN000047	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
96fb2a6b5e6ef57632d3e0e3433d41565f796c47	92129b5eff247f135e056cf786a1deecc56ed7a2	ST000028	AN000048	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
7be7faf14f29784d831c969db097fd6477330893	b3c992f2cbf3f52460987e8036253139663b5d38	ST000029	AN000049	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
5422685538004e7a098dcfa7f610f88ec1bd4479	2d82a160c6b8d25b91601dde3fbd5f30473c5ecf	ST000030	AN000050	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
b6bf4d9dd2fd87bd4e1b44f380f71960a40eef0b	ce6430915dbc0c15a274d9683eb6001aab51cdba	ST000031	AN000051	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
08b3cc926327cd837618df5fa3dd44bf10217741	101a8b360c1da5f49519426c22f880ea5cdfa0fe	ST000032	AN000052	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
53a019876e6ffea66c48d974df6006848d94f434	b7b042cb6b40ced136202d510b5bb9562d5855c0	ST000033	AN000053	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
0251e3dba786bed3dc9cbaf3f5e98adecd3d016b	b5e0aa80dfc61b95681d18218c0249676229f2b7	ST000034	AN000054	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
b96cdad2761452ca2127c7966d3546af42091f98	c66a391f05dacd260068b8fd5c05295fdbb8fcd4	ST000035	AN000055	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
d76a5f05f30d1432c9abc6d45ee2a1950e66f801	1cce74ea4734fe80b44bc5451afb13c74b63de6d	ST000036	AN000056	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
339360662df4f565c8f1aa43b5f5e17ead9148d6	4c92e57879e57e364640f0dccc595608da367ea8	ST000037	AN000057	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
ef6138bca016610bd13bacb226c6a15f4287699b	ed78ade43af7c8f85438758f2aaeaddd45eba893	ST000038	AN000058	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
e6a34258ba43ae25b1e68969568174edaf554aaa	a9118d6df5562de914fb53a25a61bf33257c4eb1	ST000039	AN000059	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
e0ad7cebdc9a37edf0a3c2af842ffe262f07f7a9	96ba4ce0dbbe6430804c9d5c18ee4c56b66eed82	ST000040	AN000060	MS positive ion mode	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	POSITIVE
f5dbab894d9c85a76ea7f43438234cb2aaa66a1c	96ba4ce0dbbe6430804c9d5c18ee4c56b66eed82	ST000040	AN000061	MS negative ion mode	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	NEGATIVE
00206826ec078b05cabcc5a34c62713350c58478	ea0a0782b78e0c1d02980fcf760dcd343b191981	ST000041	AN000062	MS negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
37ea7eafdd0f59b4d14de2966caf5b1384d3d161	ea0a0782b78e0c1d02980fcf760dcd343b191981	ST000041	AN000063	MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
80b97e149b99158743041277b6483ef2fcade9a4	41bbb2f57032f5569fe4e73b3d8cf45b527f9e67	ST000042	AN000064	MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
01692ca3d892c9e4cc2022a9bce14685843ff8d7	41bbb2f57032f5569fe4e73b3d8cf45b527f9e67	ST000042	AN000065	MS negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
6d3e479350cf9eb525dd40531d7224fe4b337d30	7ee123992fc4653e69b030356a19e9b943bc9705	ST000043	AN000070	MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
1afcab176c8979ecd962949ff80ac74ce5dd8b06	7ee123992fc4653e69b030356a19e9b943bc9705	ST000043	AN000071	MS negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
7dc951dc13f6f63448438cc230825ada3fc7f999	8efe796db86ef4b02ee41dae17dcf05f4b1cd82d	ST000044	AN000068	MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
f2eba85ea204d4f78883b04bcd2f4e57bf889486	8efe796db86ef4b02ee41dae17dcf05f4b1cd82d	ST000044	AN000069	MS negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
d20f7cd20af66c5d856e2838ee300300a03a8bd4	e34203855595325938f5358398cae22b4675e48e	ST000045	AN000072	MS positive ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
3966006aba7abbf36ba41b2fc179776271b8c867	e34203855595325938f5358398cae22b4675e48e	ST000045	AN000073	MS positive ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
d6a0087b3d9efd4e7e82b9cae8286dcdfbc7a0b6	e34203855595325938f5358398cae22b4675e48e	ST000045	AN000074	MS negative ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
5dc1a5edd06dd27ab1409ac36b8c8e7deb7d1d41	e34203855595325938f5358398cae22b4675e48e	ST000045	AN000075	MS negative ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
d97a5df2f4a23ce1ac9f51d087343545ae471935	101b80646700afed04e09ea74267c9c566ba21c2	ST000046	AN000076	MS positive ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
b9d2055fa0a87dd517fa1265e9e346f57b6c91a8	101b80646700afed04e09ea74267c9c566ba21c2	ST000046	AN000077	MS positive ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
9bcd602563d5be19f563fe4d279149647863baff	101b80646700afed04e09ea74267c9c566ba21c2	ST000046	AN000078	MS negative ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
9496271f4363e5d6a368cd356c4b8730142d3d7e	101b80646700afed04e09ea74267c9c566ba21c2	ST000046	AN000079	MS negative ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
5821c7cec84e7c36744502a2ec4f900573b82098	10029280913b61fdfbf7e5a7b0829bfb2c1ed088	ST000047	AN000080	MS positive ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
7e8b49fc5b7c82c767492a51ff85bae91e8ca2f1	10029280913b61fdfbf7e5a7b0829bfb2c1ed088	ST000047	AN000081	MS positive ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	POSITIVE
0b6cb28dd4240b510745aad08f18e920d32ca0d9	10029280913b61fdfbf7e5a7b0829bfb2c1ed088	ST000047	AN000082	MS negative ion mode/C18	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
7d554600cc235cb4f5ce49cd585c8f6042e5e948	10029280913b61fdfbf7e5a7b0829bfb2c1ed088	ST000047	AN000083	MS negative ion mode/HILIC	MS	Agilent 6220 TOF	TOF	ESI	NEGATIVE
7ebdb01069b24a3178a0fbba41840f29cad17119	379194470618d3473693bb683522017b427c4a92	ST000048	AN000084	GCMS positive ion mode	MS	Leco Pegasus III GC TOF	GC-TOF	EI	POSITIVE
2c690e1b517a9ac9b4c04bf4e832f7c229a3c60c	ccb15bc2fc5acd2b4042fbe629b2b4b1630fce76	ST000049	AN000085	1H NMR 950 MHz	NMR	NA	FT-NMR	NA	NA
af122d62aecace0ef2908da416eb9944723be8c3	5945b100edefc7d234008fb98d046bcee9595efb	ST000050	AN000086	1H NMR 950 MHz	NMR	NA	FT-NMR	NA	NA
cc7fc2b258213a19b3c5152fc4859dbf1e391f6b	1f07b230326801e4575209eb1d5d8d5647833e21	ST000051	AN000087	1H NMR 950 MHz	NMR	NA	FT-NMR	NA	NA
1cbb4694d260b6d66ad26ab9e1235d0d7b3c30dd	db93c90c63ecacf8667e79d1112ea1ef4e836d97	ST000054	AN000092	MS positive ion mode	MS	Leco Pegasus 4D GCxGC TOF	GC x GC-TOF	EI	POSITIVE
f65d0fe01a953985d6e07fcfb7f02b8380df5e26	f7c93b7b7985c56e9b8f319515849072b94c7d05	ST000055	AN000093	MS positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
c67a0bb503fae30c182b68dd0eae4e3088b487dd	af2c419c3d1dad996dfd6a9b3d83618ed6ad7b80	ST000056	AN000094	1H NMR 700 MHz	NMR	NA	FT-NMR	NA	NA
0ed643df379d7090709ebe0f99bc7c455bcebf50	184e3a0ebf03d2a4954138ec5d71d014c41e43ca	ST000057	AN000095	MS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
0e32a21050f8cda12020b67025703568320ea163	36468aeb56518ff22a47fdb949ff0a1c34638181	ST000058	AN000096	MS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
eea239d278aaafbbbef90c0000a41b8007c78874	e364e2cd3de28bd08b62f233ce47760f82a9bac3	ST000061	AN000099	GCMS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
abae97536ee899973018e4941e90f2016170fbc7	b24cb8350a49f95350a14b692d3a91ac560a07e1	ST000062	AN000100	MS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
890a67eead34910beaae03bc5ceebbad7ac92f4d	9595700d21b3a246a48a04fe001b96cd16b907cb	ST000063	AN000101	MS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
777770e48589562815cfd56f573147d2c5e295a2	e177e7a07d395006fccd4f389b245144a1008602	ST000065	AN000103	GCMS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
d6b33c2d8785d2d2e552b705bfae90bb1342d91a	aff0719ee0862e468bf3a1a134fa29737ba52210	ST000069	AN000107	MS positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
fad8c0172bae6d3d9a330bae785095d50829a927	aff0719ee0862e468bf3a1a134fa29737ba52210	ST000069	AN000108	MS negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
fb992e580d47b5449567134d31e9ab836313fd1f	a5e8b6a4bf6a3f56ab94f8943aac4d1dbfdb1b75	ST000070	AN000109	MS positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
97c01dbd3f0d5c496f64a922e5d381b4c155a501	a5e8b6a4bf6a3f56ab94f8943aac4d1dbfdb1b75	ST000070	AN000110	MS negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
c5e62fcad77b65f4a4d86d6e25d45754081259a3	501e77758762ea81bfcab8e183a8da9d74be4472	ST000071	AN000111	MS positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
40bef6a2a4cc0a013113c2a0a225009e0c207988	501e77758762ea81bfcab8e183a8da9d74be4472	ST000071	AN000112	MS negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
50e84bb9a7fbbd5456c3b5148009913977845823	d86f8b5fdd90d4e04d791b6c99eaf87393cdc9f0	ST000072	AN000113	ESI/QTOF positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
93e59c05ba659d5a8f33e18e05dedc5a4cf0b8f6	d86f8b5fdd90d4e04d791b6c99eaf87393cdc9f0	ST000072	AN000114	ESI/QTOF negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
e06885c5d9946dd1e051b6d36fc26655e6599280	14a53f066572ec82bca265d0d1a42be241a4e03e	ST000073	AN000115	ESI/QTOF positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
c48ac50aa4fd524595bf18ff87550ea27cf9e217	14a53f066572ec82bca265d0d1a42be241a4e03e	ST000073	AN000116	ESI/QTOF negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
4ef75285a9d3973d9dea031f717c91a3c6be1bdc	b7588116d1e94f6d8def735c43ad2a7b83f47fb2	ST000074	AN000117	ESI/QTOF positive ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	POSITIVE
8320b7b571bda86f6e37e719737cbfb34e11c17e	b7588116d1e94f6d8def735c43ad2a7b83f47fb2	ST000074	AN000118	ESI/QTOF negative ion mode	MS	Waters Synapt G2 QTOF	QTOF	ESI	NEGATIVE
74dc2f673908e3a74b2d56cf5746c5353ec17a75	a7c315ea8cc95b1a1a135c8fc5ce5b688b804703	ST000075	AN000119	ESI/QTOF positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
42f9243780ed1d3170ee81dabbde7ce72191021d	a7c315ea8cc95b1a1a135c8fc5ce5b688b804703	ST000075	AN000120	ESI/QTOF negative ion mode	MS	Agilent 6550 QTOF	QTOF	ESI	NEGATIVE
7139f58574514b60a6910ce9b5da5fa4c73bff04	ece99b3d9d15382633db3a24645df09aa5215669	ST000076	AN000121	FTMS negative ion mode	MS	Thermo LTQ-FT	Single quadrupole	ESI	NEGATIVE
0658929fa8c69ab4bcfae3f63f3de58ba0b4cbd2	ece99b3d9d15382633db3a24645df09aa5215669	ST000076	AN000122	GCMS positive ion mode	MS	Thermo ITQ	GC-ITQ	EI	POSITIVE
4ce42913762ca6f6e51cee2162ea391b948ec9aa	ae6c523c90adb99e15f0214a1a094b72a3f4178c	ST000077	AN000123	ESI/QTOF positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
1a9583e0c5319ab9d5ef0cdd004f3335be3a005f	ae6c523c90adb99e15f0214a1a094b72a3f4178c	ST000077	AN000124	ESI/QTOF negative ion mode	MS	Agilent 6550 QTOF	QTOF	ESI	NEGATIVE
ada113533d3c55f2e5bde0afa3fa209d34122501	dcd96b1283f7dd059cbf612dbcb8f3c071286b40	ST000081	AN000131	ESI/QTOF positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
47d7bc1644e612b4119dcb7f52be53b6eadda70e	dcd96b1283f7dd059cbf612dbcb8f3c071286b40	ST000081	AN000132	ESI/QTOF negative ion mode	MS	Agilent 6550 QTOF	QTOF	ESI	NEGATIVE
f404b03c1b53b1c701e35cb1c8cde814c0206c12	38995aa220198347ae83535c75cc18618c01b392	ST000082	AN000133	ESI/QTOF positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
d15c6abe3843384a78fee5d56bd9d6b0b895a378	38995aa220198347ae83535c75cc18618c01b392	ST000082	AN000134	ESI/QTOF negative ion mode	MS	Agilent 6550 QTOF	QTOF	ESI	NEGATIVE
0c322ac44b960758e17aca3d0d1d75353daaeea8	5b49db22652f9118576aa720a0c817d5589d547b	ST000083	AN000135	GCMS positive ion mode	MS	Agilent 5975C	Single quadrupole	EI	POSITIVE
0c3c1ac95045390d80c965ce044e25f4d25c447f	477556ea923830c896693b7381a292399f145524	ST000084	AN000136	GCMS positive ion mode	MS	Agilent 5975C	Single quadrupole	EI	POSITIVE
27528a6ba7515fcada98142a64ba6adc3c09569c	54a74e364a7e056fada3271eec1fe252a5815725	ST000085	AN000137	GCMS positive ion mode	MS	Agilent 5975C	Single quadrupole	EI	POSITIVE
8a7023546f02f4f9782a80cf3f9665099a62d072	a93b467dc5d02551701bb052c31cd9519a2c5522	ST000087	AN000139	GCMS positive ion mode	MS	Leco GC-TOF	GC-TOF	EI	POSITIVE
e24a3f294bf4c54b0708c661b3bfb37d2545d810	a323ecc4d4aa852b1820f4a8b15a284d9c9d167e	ST000089	AN000141	UHPLC-QTOFMS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
3bb39b8840a90f2443cb2e8f8032487c0a7f8b60	a323ecc4d4aa852b1820f4a8b15a284d9c9d167e	ST000089	AN000142	UHPLC-QTOFMS negative ion mode	MS	Agilent 6550 QTOF	QTOF	ESI	NEGATIVE
914adfabc0a014db79ce32b4af83b5fc1d59c34b	3001708c00a7e7fb7e1ae768392eb88dd0a11b90	ST000090	AN000143	MS positive ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	POSITIVE
3dce3f84aa0b70ca4523adc54e2fa470b5bcb555	3001708c00a7e7fb7e1ae768392eb88dd0a11b90	ST000090	AN000144	MS negative ion mode	MS	Agilent 6530 QTOF	QTOF	ESI	NEGATIVE
8e43d4ec3327ba9c54f991a4ec6f67d732489a58	5e71e3624707a02c4148fdabb1049daa97727508	ST000091	AN000145	MS positive ion mode	MS	Thermo Quantum Ultra	Triple quadrupole	ESI	POSITIVE
6e3ad7456405201d437f1fe3c2d536a892b29615	67fdfe0a4c9f5510bc9b1d9c622c72e3f0c360ec	ST000092	AN000146	MS positive ion mode	MS	Agilent 5975C	Single quadrupole	EI	POSITIVE
72232d9d57a9b87d1c970271926e4839db6ddd56	d6c3c33e2303255778c76281bfbe1bc56cda0424	ST000093	AN000147	GCMS positive ion mode	MS	Thermo Trace DSQ	Single quadrupole	EI	POSITIVE
b4000b10b5ad540bd3a362c4fc38d19d8800e60e	d6c3c33e2303255778c76281bfbe1bc56cda0424	ST000093	AN000148	LC/MS positive ion mode	MS	Thermo LTQ	Single quadrupole	ESI	POSITIVE
0e7b665ab1f72c8ef1f6a92a2d1e1b8524e50a36	d6c3c33e2303255778c76281bfbe1bc56cda0424	ST000093	AN000149	LC/MS negative ion mode	MS	Thermo LTQ	Single quadrupole	ESI	NEGATIVE
8338bf48d2120af1cdb42f3dd338b9a4401d2bc9	4fe8cf62a78f1e1e88c57037b87af4983d8e4cd1	ST000095	AN000151	MS negative ion mode	MS	ABI Sciex API 6500 QTrap	Triple quadrupole	ESI	NEGATIVE
eacae3ceb9b90089bd7a98f63b2d3308dfee4316	9fbcb98b286ea12213032e7b1fb2f2536f27c627	ST000096	AN000152	Oxylipins analysis,Negative	MS	ABI Sciex API 4000 QTrap	Triple quadrupole	ESI	NEGATIVE
f90e11b78e582ed9f3fbf9b4ce6fe99c74e0df74	9fbcb98b286ea12213032e7b1fb2f2536f27c627	ST000096	AN000153	Ceramide analysis, Positive	MS	ABI Sciex API 4000 QTrap	Triple quadrupole	ESI	POSITIVE
85ac1ab7b859b69df04301117441c1498fb66a2b	9fbcb98b286ea12213032e7b1fb2f2536f27c627	ST000096	AN000154	Endocannabinoid analysis, positive	MS	ABI Sciex API 4000 QTrap	Triple quadrupole	ESI	POSITIVE
2a5339e9c3e94952d04eced7874c25d394cf0440	f522c082e9833a085bf99c1e5a9be52da277eb75	ST000097	AN000155	NMR: Varian, VNMRJ, (1D 13C)	NMR	NA	FT-NMR	NA	NA
90159ef00c8227daebb11891dd20664df77339fc	f522c082e9833a085bf99c1e5a9be52da277eb75	ST000097	AN000156	NMR: Varian, VNMRJ, (1D 1H)	NMR	NA	FT-NMR	NA	NA
9523eaaabfa63a716acc065de3d863aa86ea12ee	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000157	ESI positive ion mode/Full MS	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	POSITIVE
e762ddb641824543dc0b8ce8e9edd50aff630e9a	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000158	ESI positive ion mode/Full MS/DD-MS2 (TOPN)	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	POSITIVE
2e4a68c0148c799750df1ec0e86d2709b10ab588	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000159	ESI negative ion mode/Full MS/DD-MS2 (TOPN)	MS	Thermo Q Exactive Orbitrap	Orbitrap	ESI	NEGATIVE
b12435c7585a12bb9c677994f093045e000ffc42	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000160	NMR:HSQC	NMR	Thermo Q Exactive Orbitrap	FT-NMR	ESI	NEGATIVE
d9ba137c9819b6829bc7e918bf94945af3a2ff2a	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000161	NMR:HSQC-TOCSY	NMR	Thermo Q Exactive Orbitrap	FT-NMR	ESI	NEGATIVE
05d6bc762c46695cb3610dbf43944da6fa533fb3	dc342ea45b63b548296faa5e6d2d7d5b0428fc4a	ST000098	AN000162	NMR:13C 1D	NMR	Thermo Q Exactive Orbitrap	FT-NMR	ESI	NEGATIVE
